	total count	max temp	mean temp	min temp	snow on grnd (cm)	total precip (mm)	total rain (mm)	total snow (cm)	class	day	month	year
13711	2	-0.1	-5.0	-9.9	16.0	0.0	0.0	0.0	less than 2000	20	2	2017
11091	3	2.0	0.0	-2.0	31.0	0.0	0.0	0.0	less than 2000	11	1	2017
2932	324	14.0	6.9	-0.2	0.0	0.0	0.0	0.0	less than 2000	22	9	2012
12470	1723	28.3	25.4	22.5	0.0	21.0	21.0	0.0	less than 2000	22	7	2015
19979	756	23.5	20.5	17.5	0.0	1.0	1.0	0.0	less than 2000	18	12	2011
21902	1409	21.5	19.5	17.5	0.0	0.0	0.0	0.0	less than 2000	9	2	2017
1348	2191	24.3	17.7	11.0	0.0	0.0	0.0	0.0	2000 to 10000	21	10	2017
2346	176	8.0	4.5	1.0	0.0	7.0	7.0	0.0	less than 2000	8	6	2015
14888	624	20.0	15.0	10.0	0.0	9.6	9.6	0.0	less than 2000	24	10	2017
1894	1857	25.4	20.1	14.8	0.0	0.0	0.0	0.0	less than 2000	19	5	2012
14454	151	3.0	0.8	-1.5	3.0	0.2	0.0	0.2	less than 2000	31	3	2013
7271	176	-5.5	-12.8	-20.0	14.0	1.8	0.0	2.0	less than 2000	3	3	2012
22825	129	-7.0	-9.0	-11.0	3.0	0.0	0.0	0.0	less than 2000	27	7	2013
5118	10	-5.5	-11.0	-16.5	37.0	0.0	0.0	0.0	less than 2000	29	8	2013
22786	93	6.0	3.8	1.5	0.0	0.6	0.6	0.0	less than 2000	26	2	2013
4127	498	20.5	15.3	10.0	0.0	0.0	0.0	0.0	less than 2000	21	5	2013
21769	1262	29.0	25.0	21.0	0.0	2.6	2.6	0.0	less than 2000	8	4	2013
12509	701	24.7	20.1	15.5	0.0	2.0	2.0	0.0	less than 2000	18	6	2014
18782	2582	14.5	8.5	2.5	0.0	0.0	0.0	0.0	2000 to 10000	6	10	2012
9469	743	28.0	21.3	14.6	0.0	0.0	0.0	0.0	less than 2000	18	10	2013
19843	1117	26.5	22.0	17.5	0.0	0.0	0.0	0.0	less than 2000	9	11	2012
2080	502	4.7	2.5	0.3	0.0	0.0	0.0	0.0	less than 2000	23	6	2018
4814	0	-9.9	-15.1	-20.3	28.0	0.0	0.0	0.0	less than 2000	20	10	2014
19206	3685	24.5	19.8	15.0	0.0	0.0	0.0	0.0	2000 to 10000	8	9	2015
784	884	11.5	6.7	1.8	0.0	0.0	0.0	0.0	less than 2000	5	5	2018
5270	10	11.4	7.0	2.6	0.0	0.2	0.2	0.0	less than 2000	11	2	2012
3083	342	13.2	7.7	2.1	0.0	0.0	0.0	0.0	less than 2000	23	9	2012
12736	2597	24.5	21.3	18.0	0.0	2.5	2.5	0.0	2000 to 10000	24	6	2014
22887	314	2.5	1.0	-0.5	5.0	0.0	0.0	0.0	less than 2000	28	1	2015
5685	631	22.8	17.8	12.7	0.0	0.0	0.0	0.0	less than 2000	24	2	2012
20779	118	5.0	-3.8	-12.5	18.0	0.0	0.0	0.0	less than 2000	23	8	2014
11041	20	5.0	-0.6	-6.1	36.0	0.0	0.0	0.0	less than 2000	7	8	2017
4643	22	-9.5	-14.0	-18.5	35.0	9.2	0.0	9.2	less than 2000	9	2	2013
13605	376	4.7	1.1	-2.6	0.0	12.6	11.0	1.6	less than 2000	9	3	2012
4953	68	-6.4	-12.7	-18.9	30.0	0.0	0.0	0.0	less than 2000	10	2	2018
15883	765	30.0	23.0	16.0	0.0	6.2	6.2	0.0	less than 2000	18	3	2014
6360	317	29.6	23.4	17.2	0.0	0.0	0.0	0.0	less than 2000	21	5	2010
13215	195	8.8	7.4	6.0	0.0	5.1	5.1	0.0	less than 2000	29	6	2015
18494	538	8.0	3.0	-2.0	1.0	10.8	10.8	0.0	less than 2000	14	11	2015
16516	999	4.5	2.5	0.5	0.0	0.0	0.0	0.0	less than 2000	20	12	2015
315	749	11.5	5.8	0.0	0.0	0.0	0.0	0.0	less than 2000	4	9	2018
18411	302	6.0	3.5	1.0	13.0	0.0	0.0	0.0	less than 2000	26	10	2010
1054	0	4.6	2.8	1.0	21.0	0.4	0.2	0.2	less than 2000	27	1	2017
5917	1935	31.0	24.5	18.0	0.0	0.0	0.0	0.0	less than 2000	18	5	2012
13927	38	-3.2	-7.6	-11.9	11.0	0.0	0.0	0.0	less than 2000	11	6	2018
5996	251	25.4	18.0	10.6	0.0	0.0	0.0	0.0	less than 2000	26	12	2015
798	119	4.7	0.6	-3.5	0.0	9.2	9.2	0.0	less than 2000	28	11	2016
14955	999	17.5	12.8	8.0	0.0	0.4	0.4	0.0	less than 2000	19	9	2015
13929	270	-3.2	-7.6	-11.9	11.0	0.0	0.0	0.0	less than 2000	4	3	2011
12452	756	31.5	25.5	19.5	0.0	0.3	0.3	0.0	less than 2000	24	9	2013
17915	0	4.0	2.0	0.0	25.0	12.0	12.0	0.0	less than 2000	23	10	2018
8431	549	8.0	6.5	4.9	0.0	18.0	18.0	0.0	less than 2000	28	6	2010
19299	2544	27.5	22.5	17.5	0.0	0.0	0.0	0.0	2000 to 10000	16	7	2014
85	0	-3.4	-7.3	-11.2	8.0	0.7	0.0	1.6	less than 2000	17	1	2017
12812	577	23.8	14.5	5.1	0.0	0.0	0.0	0.0	less than 2000	22	10	2015
16587	588	16.5	8.0	-0.5	0.0	0.0	0.0	0.0	less than 2000	24	6	2016
15395	1232	25.0	20.8	16.5	0.0	0.0	0.0	0.0	less than 2000	6	4	2018
7040	119	10.9	4.5	-1.9	0.0	0.0	0.0	0.0	less than 2000	6	2	2018
5284	229	3.7	-0.1	-3.8	0.0	4.6	1.6	3.0	less than 2000	2	8	2016
9880	584	11.8	6.4	1.0	0.0	0.0	0.0	0.0	less than 2000	17	12	2010
3198	666	10.6	8.5	6.3	0.0	0.2	0.2	0.0	less than 2000	11	2	2017
10710	4	-12.9	-18.4	-23.9	10.0	0.0	0.0	0.0	less than 2000	22	5	2013
6156	658	24.6	19.6	14.5	0.0	20.2	20.2	0.0	less than 2000	19	4	2015
15504	896	28.5	19.8	11.0	0.0	0.0	0.0	0.0	less than 2000	27	5	2013
7475	42	-14.5	-20.8	-27.0	33.0	0.6	0.0	1.5	less than 2000	26	3	2017
21551	822	18.0	15.5	13.0	0.0	0.0	0.0	0.0	less than 2000	9	7	2017
17562	130	-3.0	-8.8	-14.5	22.0	1.2	0.0	2.0	less than 2000	1	12	2015
19817	941	28.5	22.0	15.5	0.0	0.0	0.0	0.0	less than 2000	11	6	2014
23014	2	-5.5	-9.5	-13.5	2.0	0.4	0.0	1.0	less than 2000	10	6	2018
17447	82	0.5	-2.0	-4.5	20.0	1.8	0.0	2.2	less than 2000	15	8	2016
14392	0	9.4	5.3	1.1	0.0	2.6	2.6	0.0	less than 2000	29	4	2013
2038	584	14.4	11.9	9.4	0.0	11.0	11.0	0.0	less than 2000	19	10	2016
9124	1991	26.3	19.3	12.3	0.0	0.0	0.0	0.0	less than 2000	29	4	2012
22098	1494	27.0	24.3	21.5	0.0	1.0	1.0	0.0	less than 2000	12	9	2012
495	3217	27.7	22.6	17.4	0.0	0.0	0.0	0.0	2000 to 10000	9	6	2017
4526	227	1.1	-4.6	-10.2	0.0	0.0	0.0	0.0	less than 2000	18	8	2012
16142	872	22.5	13.5	4.5	0.0	0.0	0.0	0.0	less than 2000	7	12	2013
2384	68	1.0	-4.0	-9.0	0.0	14.6	14.6	0.0	less than 2000	28	8	2013
17025	12	-3.0	-6.5	-10.0	23.0	0.0	0.0	0.0	less than 2000	11	5	2018
9982	704	13.9	9.3	4.7	0.0	0.0	0.0	0.0	less than 2000	5	6	2015
17816	54	7.5	3.5	-0.5	45.0	0.0	0.0	0.0	less than 2000	4	5	2015
1711	470	26.0	22.8	19.6	0.0	0.0	0.0	0.0	less than 2000	15	4	2015
9876	350	10.4	6.2	1.9	0.0	0.0	0.0	0.0	less than 2000	9	8	2015
18794	819	13.5	9.5	5.5	0.0	0.0	0.0	0.0	less than 2000	10	11	2013
7891	60	0.4	-5.3	-11.0	43.0	0.0	0.0	0.0	less than 2000	27	1	2016
10041	690	5.8	3.8	1.8	0.0	0.0	0.0	0.0	less than 2000	10	7	2011
21930	1809	28.5	23.3	18.0	0.0	0.0	0.0	0.0	less than 2000	14	8	2018
18511	355	8.5	5.3	2.0	0.0	2.4	2.4	0.0	less than 2000	20	8	2014
20577	26	-6.5	-11.0	-15.5	23.0	0.0	0.0	0.0	less than 2000	4	11	2016
19899	1600	15.0	12.5	10.0	0.0	0.0	0.0	0.0	less than 2000	17	12	2016
21055	188	1.5	-1.0	-3.5	7.0	0.0	0.0	0.0	less than 2000	12	8	2016
22277	2727	27.5	21.5	15.5	0.0	1.2	1.2	0.0	2000 to 10000	18	6	2013
7855	0	-3.5	-5.7	-7.8	40.0	2.6	0.0	5.0	less than 2000	7	3	2017
12074	2313	26.3	20.7	15.0	0.0	0.0	0.0	0.0	2000 to 10000	25	3	2012
16235	1792	17.0	10.3	3.5	0.0	1.2	1.2	0.0	less than 2000	9	10	2010
15498	1914	28.5	19.8	11.0	0.0	0.0	0.0	0.0	less than 2000	22	8	2017
11441	742	11.5	5.0	-1.5	0.0	0.0	0.0	0.0	less than 2000	5	1	2014
5673	3389	17.2	15.6	13.9	0.0	11.6	11.6	0.0	2000 to 10000	12	5	2012
15223	413	17.0	13.5	10.0	0.0	2.6	2.6	0.0	less than 2000	25	2	2018
17443	0	0.5	-0.5	-1.5	22.0	0.4	0.0	0.4	less than 2000	12	1	2017
16666	1297	10.5	5.8	1.0	0.0	0.0	0.0	0.0	less than 2000	28	3	2017
21305	638	0.0	-2.3	-4.5	0.0	0.0	0.0	0.0	less than 2000	1	12	2016
16367	699	19.0	9.5	0.0	0.0	0.0	0.0	0.0	less than 2000	22	7	2017
12524	2266	22.3	17.6	12.9	0.0	1.1	1.1	0.0	2000 to 10000	24	1	2010
16703	42	0.5	-1.3	-3.0	5.0	0.0	0.0	0.0	less than 2000	11	7	2016
21975	1120	34.5	26.8	19.0	0.0	2.2	2.2	0.0	less than 2000	1	11	2013
3696	475	26.9	22.6	18.3	0.0	0.0	0.0	0.0	less than 2000	26	9	2013
4361	990	5.2	3.8	2.4	0.0	0.7	0.7	0.0	less than 2000	22	5	2016
17343	98	3.0	1.5	0.0	21.0	0.4	0.4	0.0	less than 2000	8	3	2017
5569	872	18.6	13.6	8.5	0.0	0.0	0.0	0.0	less than 2000	18	1	2018
17201	178	4.0	2.8	1.5	26.0	0.4	0.2	0.2	less than 2000	3	7	2011
13281	342	7.1	2.3	-2.5	0.0	0.0	0.0	0.0	less than 2000	12	7	2013
7510	1	1.5	-2.3	-6.0	30.0	0.0	0.0	0.0	less than 2000	17	9	2016
9304	808	24.0	18.8	13.5	0.0	0.0	0.0	0.0	less than 2000	14	12	2013
10636	171	-12.0	-12.9	-13.8	10.0	0.0	0.0	0.0	less than 2000	26	4	2013
15969	826	24.5	20.3	16.0	0.0	0.0	0.0	0.0	less than 2000	23	4	2018
15677	2431	26.5	20.3	14.0	0.0	0.0	0.0	0.0	2000 to 10000	28	1	2010
12189	816	31.4	26.3	21.2	0.0	0.0	0.0	0.0	less than 2000	6	9	2017
3454	2983	24.2	17.5	10.7	0.0	0.0	0.0	0.0	2000 to 10000	12	2	2016
17284	290	0.5	-2.0	-4.5	24.0	0.2	0.2	0.0	less than 2000	5	12	2018
2734	168	3.1	-4.1	-11.2	23.0	0.6	0.0	2.0	less than 2000	22	7	2017
13456	615	9.4	5.2	0.9	0.0	0.2	0.2	0.0	less than 2000	17	5	2017
3325	1395	31.8	21.6	11.4	0.0	0.0	0.0	0.0	less than 2000	4	2	2013
16830	99	-4.0	-5.3	-6.5	2.0	0.0	0.0	0.0	less than 2000	5	9	2015
16959	0	-5.0	-6.0	-7.0	16.0	0.0	0.0	0.0	less than 2000	11	5	2014
22512	1312	24.0	19.5	15.0	0.0	7.0	7.0	0.0	less than 2000	22	1	2013
3059	261	16.1	7.9	-0.4	0.0	0.0	0.0	0.0	less than 2000	29	11	2017
7129	511	10.0	5.0	0.0	0.0	0.0	0.0	0.0	less than 2000	23	1	2017
12506	1129	24.7	20.1	15.5	0.0	2.0	2.0	0.0	less than 2000	5	1	2013
14564	240	6.0	2.8	-0.5	0.0	1.0	1.0	0.0	less than 2000	8	5	2012
21393	583	16.0	9.0	2.0	0.0	16.0	16.0	0.0	less than 2000	31	1	2017
436	2822	23.5	17.8	12.0	0.0	0.4	0.4	0.0	2000 to 10000	7	9	2016
16930	799	4.0	-1.0	-6.0	19.0	4.4	0.0	6.0	less than 2000	24	6	2011
21679	2742	15.0	12.8	10.5	0.0	1.8	1.8	0.0	2000 to 10000	2	12	2010
2646	34	1.1	-3.1	-7.2	26.0	0.0	0.0	0.0	less than 2000	22	8	2012
18523	3	3.5	2.8	2.0	0.0	0.0	0.0	0.0	less than 2000	10	6	2011
2722	33	-8.8	-12.6	-16.4	23.0	0.0	0.0	0.0	less than 2000	18	5	2017
3840	1685	21.7	19.4	17.0	0.0	11.4	11.4	0.0	less than 2000	15	9	2014
7202	382	5.0	2.6	0.2	0.0	0.6	0.6	0.0	less than 2000	20	7	2011
10825	12	-10.3	-12.6	-14.9	25.0	0.0	0.0	0.0	less than 2000	5	4	2016
6810	1301	20.8	14.8	8.8	0.0	6.8	6.8	0.0	less than 2000	6	4	2017
11839	980	20.0	17.7	15.3	0.0	3.6	3.6	0.0	less than 2000	9	6	2017
13047	389	10.4	8.5	6.5	0.0	0.0	0.0	0.0	less than 2000	15	11	2012
6374	2034	27.5	22.5	17.4	0.0	0.0	0.0	0.0	2000 to 10000	15	2	2014
11502	729	23.7	14.4	5.0	0.0	0.0	0.0	0.0	less than 2000	23	9	2015
19728	794	19.0	16.0	13.0	0.0	0.4	0.4	0.0	less than 2000	28	3	2014
6814	1757	20.8	14.8	8.8	0.0	6.8	6.8	0.0	less than 2000	16	3	2017
2950	435	25.5	16.2	6.8	0.0	0.0	0.0	0.0	less than 2000	27	5	2012
16903	12	-6.0	-12.3	-18.5	16.0	13.0	3.0	9.6	less than 2000	2	3	2016
21290	322	7.0	3.3	-0.5	0.0	0.0	0.0	0.0	less than 2000	19	7	2012
2043	585	12.2	9.8	7.4	0.0	3.2	3.2	0.0	less than 2000	5	10	2014
14356	1364	2.9	1.3	-0.3	4.0	0.0	0.0	0.0	less than 2000	26	7	2014
17559	148	-5.0	-7.3	-9.5	23.0	0.0	0.0	0.0	less than 2000	11	3	2014
7146	551	14.0	7.8	1.5	0.0	7.8	7.8	0.0	less than 2000	27	6	2013
6620	160	19.0	12.0	4.9	0.0	0.0	0.0	0.0	less than 2000	14	3	2013
4083	1919	18.9	16.7	14.4	0.0	27.3	27.3	0.0	less than 2000	15	7	2014
8090	175	2.0	-0.7	-3.4	35.0	1.8	0.0	2.0	less than 2000	22	4	2018
14797	430	11.0	6.0	1.0	0.0	0.0	0.0	0.0	less than 2000	28	12	2011
16216	1181	18.0	11.3	4.5	0.0	0.0	0.0	0.0	less than 2000	25	1	2010
6820	1318	17.5	15.0	12.5	0.0	0.0	0.0	0.0	less than 2000	22	9	2014
1271	1414	22.2	16.8	11.3	0.0	10.2	10.2	0.0	less than 2000	13	12	2013
9298	1375	25.3	17.8	10.3	0.0	1.0	1.0	0.0	less than 2000	28	2	2014
8383	696	13.0	7.2	1.4	0.0	2.3	2.3	0.0	less than 2000	19	7	2018
12339	324	23.5	18.6	13.6	0.0	0.0	0.0	0.0	less than 2000	13	7	2014
5784	1925	17.3	16.1	14.8	0.0	26.0	26.0	0.0	less than 2000	17	4	2017
13974	13	3.3	1.9	0.5	6.0	0.0	0.0	0.0	less than 2000	25	12	2015
2160	349	5.0	2.1	-0.9	0.0	0.0	0.0	0.0	less than 2000	28	12	2013
8173	0	4.4	0.3	-3.8	35.0	0.0	0.0	0.0	less than 2000	19	10	2015
10495	21	3.5	2.5	1.4	0.0	0.0	0.0	0.0	less than 2000	14	4	2017
10106	255	5.5	1.8	-2.0	0.0	0.4	0.0	0.4	less than 2000	12	2	2012
11743	2115	29.5	23.5	17.5	0.0	13.8	13.8	0.0	2000 to 10000	4	5	2014
13731	63	4.2	0.3	-3.7	18.0	1.6	1.6	0.0	less than 2000	15	11	2012
19492	2658	24.0	19.0	14.0	0.0	0.0	0.0	0.0	2000 to 10000	14	5	2016
17189	314	4.0	2.8	1.5	26.0	0.4	0.2	0.2	less than 2000	30	10	2016
6134	1564	24.0	15.9	7.8	0.0	0.0	0.0	0.0	less than 2000	12	8	2012
14189	271	1.5	0.2	-1.2	24.0	2.2	1.4	1.0	less than 2000	15	7	2014
9057	1920	22.4	17.3	12.2	0.0	0.0	0.0	0.0	less than 2000	16	8	2012
7141	765	13.0	7.0	1.0	0.0	0.0	0.0	0.0	less than 2000	1	6	2015
18085	530	8.5	4.8	1.0	15.0	0.0	0.0	0.0	less than 2000	11	3	2011
12673	1828	15.5	13.8	12.0	0.0	39.8	39.8	0.0	less than 2000	5	5	2017
1943	473	15.7	13.4	11.1	0.0	0.4	0.4	0.0	less than 2000	16	11	2017
10905	74	-16.9	-18.0	-19.0	30.0	0.0	0.0	0.0	less than 2000	26	5	2017
14648	63	2.0	-4.0	-10.0	3.0	6.6	0.0	6.6	less than 2000	20	12	2018
6646	2144	20.5	13.0	5.5	0.0	0.0	0.0	0.0	2000 to 10000	19	8	2017
11379	1514	16.0	10.4	4.8	0.0	0.0	0.0	0.0	less than 2000	15	1	2014
13504	157	9.5	6.0	2.5	0.0	0.0	0.0	0.0	less than 2000	17	9	2017
21156	172	-1.0	-4.0	-7.0	5.0	0.0	0.0	0.0	less than 2000	2	1	2017
17697	30	-6.0	-9.0	-12.0	32.0	18.4	0.0	19.0	less than 2000	29	9	2017
6968	237	4.3	-0.7	-5.6	0.0	0.0	0.0	0.0	less than 2000	20	2	2012
6210	2584	23.0	19.0	15.0	0.0	4.0	4.0	0.0	2000 to 10000	10	8	2016
5428	1611	23.3	17.4	11.4	0.0	0.0	0.0	0.0	less than 2000	19	5	2014
5201	182	9.3	2.4	-4.5	23.0	0.0	0.0	0.0	less than 2000	17	9	2013
256	179	7.5	5.7	3.8	0.0	4.4	4.4	0.0	less than 2000	14	9	2011
3711	534	26.7	19.6	12.5	0.0	0.0	0.0	0.0	less than 2000	3	7	2013
17347	92	3.0	1.5	0.0	21.0	0.4	0.4	0.0	less than 2000	19	8	2017
21897	702	34.5	27.3	20.0	0.0	0.0	0.0	0.0	less than 2000	31	1	2016
12738	1091	24.5	21.3	18.0	0.0	2.5	2.5	0.0	less than 2000	23	1	2012
14462	13	-0.5	-3.8	-7.0	0.0	14.4	9.4	5.0	less than 2000	26	1	2011
2534	8	-14.4	-19.5	-24.5	21.0	0.0	0.0	0.0	less than 2000	6	7	2011
12243	2582	26.1	20.6	15.0	0.0	7.0	7.0	0.0	2000 to 10000	23	7	2018
8671	1757	16.3	13.7	11.1	0.0	0.0	0.0	0.0	less than 2000	4	5	2016
12944	831	17.8	14.6	11.3	0.0	0.4	0.4	0.0	less than 2000	1	12	2015
15484	349	18.5	17.3	16.0	0.0	45.2	45.2	0.0	less than 2000	9	5	2013
2330	198	3.2	-1.7	-6.5	0.0	0.0	0.0	0.0	less than 2000	10	11	2017
13559	143	4.3	0.5	-3.3	0.0	14.8	14.8	0.0	less than 2000	12	5	2012
7409	2	-17.0	-19.4	-21.8	20.0	0.0	0.0	0.0	less than 2000	12	11	2012
14757	823	14.0	12.8	11.5	0.0	1.0	1.0	0.0	less than 2000	22	4	2010
13766	152	-11.1	-12.9	-14.6	9.0	1.0	0.0	2.0	less than 2000	13	3	2016
4240	446	10.8	3.5	-3.8	0.0	14.8	14.8	0.0	less than 2000	17	7	2014
2799	133	1.1	-2.6	-6.2	17.0	11.4	0.0	11.4	less than 2000	6	9	2018
6948	300	7.8	5.4	3.0	0.0	0.8	0.8	0.0	less than 2000	10	3	2017
10314	0	-3.0	-8.9	-14.8	1.0	0.0	0.0	0.0	less than 2000	29	7	2017
7579	0	-14.0	-16.0	-17.9	29.0	0.0	0.0	0.0	less than 2000	30	6	2015
4302	240	13.6	8.4	3.1	0.0	0.0	0.0	0.0	less than 2000	15	11	2011
11669	1090	20.5	14.0	7.4	0.0	0.0	0.0	0.0	less than 2000	22	12	2014
6624	1120	20.7	11.9	3.0	0.0	0.0	0.0	0.0	less than 2000	31	7	2011
2353	206	2.9	1.4	-0.1	0.0	0.4	0.0	0.4	less than 2000	8	9	2015
13973	814	3.3	1.9	0.5	6.0	0.0	0.0	0.0	less than 2000	30	7	2015
17028	1454	0.0	-6.8	-13.5	23.0	2.6	1.6	1.0	less than 2000	25	4	2016
17277	620	-1.0	-5.5	-10.0	19.0	6.8	1.0	5.8	less than 2000	12	10	2010
6109	665	25.2	20.2	15.1	0.0	1.1	1.1	0.0	less than 2000	6	3	2017
22012	3261	31.5	24.8	18.0	0.0	0.0	0.0	0.0	2000 to 10000	29	8	2010
10982	6	-2.8	-5.9	-9.0	33.0	0.0	0.0	0.0	less than 2000	18	12	2012
10972	74	-5.0	-13.0	-21.0	32.0	0.0	0.0	0.0	less than 2000	28	4	2014
13816	19	-11.8	-13.1	-14.3	18.0	0.0	0.0	0.0	less than 2000	20	6	2017
21192	6	7.0	4.5	2.0	0.0	0.0	0.0	0.0	less than 2000	31	3	2016
432	0	22.6	20.2	17.8	0.0	9.1	9.1	0.0	less than 2000	29	11	2012
10817	0	-12.7	-14.9	-17.0	27.0	1.9	0.0	2.5	less than 2000	4	5	2013
762	0	2.2	0.7	-0.9	0.0	0.0	0.0	0.0	less than 2000	9	12	2013
4464	667	5.4	0.6	-4.3	0.0	0.0	0.0	0.0	less than 2000	13	6	2014
4270	1115	21.5	13.8	6.0	0.0	1.4	1.4	0.0	less than 2000	30	3	2014
16210	482	17.5	14.3	11.0	0.0	0.0	0.0	0.0	less than 2000	21	10	2017
6546	616	12.2	9.2	6.2	0.0	0.0	0.0	0.0	less than 2000	28	4	2015
8754	1608	28.0	20.8	13.5	0.0	0.0	0.0	0.0	less than 2000	2	3	2016
6650	2407	20.5	13.0	5.5	0.0	0.0	0.0	0.0	2000 to 10000	27	10	2011
11566	939	20.1	17.0	13.8	0.0	8.3	8.3	0.0	less than 2000	10	4	2014
8576	1496	14.0	10.0	6.0	0.0	0.0	0.0	0.0	less than 2000	23	7	2011
5877	546	29.5	24.0	18.4	0.0	0.6	0.6	0.0	less than 2000	26	11	2014
11297	345	5.8	2.6	-0.7	0.0	18.4	18.4	0.0	less than 2000	12	10	2015
21901	2893	21.5	19.5	17.5	0.0	0.0	0.0	0.0	2000 to 10000	12	4	2013
8646	1789	26.4	17.2	8.0	0.0	0.5	0.5	0.0	less than 2000	20	1	2014
14450	575	3.0	0.8	-1.5	3.0	0.2	0.0	0.2	less than 2000	11	9	2011
8986	2478	28.8	24.4	20.0	0.0	8.0	8.0	0.0	2000 to 10000	19	11	2011
6175	1481	26.8	22.6	18.4	0.0	0.0	0.0	0.0	less than 2000	18	3	2018
936	0	-9.0	-11.2	-13.4	8.0	0.0	0.0	0.0	less than 2000	23	5	2014
11423	249	7.2	3.8	0.4	0.0	0.0	0.0	0.0	less than 2000	28	9	2017
7034	402	10.9	4.5	-1.9	0.0	0.0	0.0	0.0	less than 2000	7	8	2018
18225	444	-1.5	-6.5	-11.5	25.0	0.0	0.0	0.0	less than 2000	3	1	2016
5069	204	7.5	-1.0	-9.5	47.0	0.0	0.0	0.0	less than 2000	30	7	2014
1017	38	-1.2	-7.4	-13.5	8.0	0.0	0.0	0.0	less than 2000	29	12	2017
13336	266	13.0	10.6	8.1	0.0	5.8	5.8	0.0	less than 2000	25	12	2012
385	879	24.6	20.4	16.2	0.0	5.8	5.8	0.0	less than 2000	2	8	2011
18599	532	7.0	5.8	4.5	0.0	0.0	0.0	0.0	less than 2000	17	9	2016
8562	530	28.8	23.2	17.6	0.0	4.5	4.5	0.0	less than 2000	19	4	2014
13104	567	13.4	9.0	4.5	0.0	0.0	0.0	0.0	less than 2000	15	4	2013
17853	898	5.0	2.0	-1.0	39.0	0.0	0.0	0.0	less than 2000	16	2	2016
19940	1845	23.5	15.0	6.5	0.0	0.0	0.0	0.0	less than 2000	17	12	2017
22392	2158	17.0	10.8	4.5	0.0	0.0	0.0	0.0	2000 to 10000	29	11	2015
20053	896	16.0	7.8	-0.5	0.0	0.0	0.0	0.0	less than 2000	16	5	2017
7111	48	2.8	-3.7	-10.1	0.0	0.0	0.0	0.0	less than 2000	9	6	2015
18772	892	9.0	4.3	-0.5	0.0	0.0	0.0	0.0	less than 2000	25	10	2011
22565	852	19.0	14.3	9.5	0.0	5.8	5.8	0.0	less than 2000	16	3	2015
10216	27	4.0	-2.0	-8.0	2.0	2.0	2.0	0.0	less than 2000	29	6	2015
14231	56	-8.9	-13.3	-17.7	26.0	10.0	0.0	10.0	less than 2000	5	8	2018
20256	305	4.0	0.0	-4.0	0.0	0.0	0.0	0.0	less than 2000	27	4	2013
18504	364	4.0	2.3	0.5	0.0	25.2	25.2	0.0	less than 2000	11	3	2012
17006	20	-2.5	-10.5	-18.5	18.0	8.6	0.0	8.6	less than 2000	16	3	2012
10129	113	14.8	7.3	-0.3	0.0	2.2	2.2	0.0	less than 2000	14	11	2010
11313	375	9.8	5.6	1.4	0.0	0.0	0.0	0.0	less than 2000	11	2	2016
2522	1	-16.3	-20.2	-24.0	22.0	0.0	0.0	0.0	less than 2000	23	8	2015
19369	956	21.5	19.3	17.0	0.0	18.8	18.8	0.0	less than 2000	23	3	2017
3814	1665	26.5	21.4	16.3	0.0	0.0	0.0	0.0	less than 2000	8	7	2018
14580	105	-5.0	-7.8	-10.5	0.0	0.0	0.0	0.0	less than 2000	23	12	2011
9371	989	16.5	14.0	11.4	0.0	1.2	1.2	0.0	less than 2000	14	4	2014
16774	236	5.0	3.5	2.0	0.0	0.0	0.0	0.0	less than 2000	5	8	2013
13530	212	6.3	2.9	-0.5	0.0	0.0	0.0	0.0	less than 2000	9	1	2014
20969	60	5.0	2.3	-0.5	11.0	0.0	0.0	0.0	less than 2000	5	3	2013
9849	285	17.5	14.1	10.6	0.0	11.8	11.8	0.0	less than 2000	19	8	2016
12070	970	26.3	20.7	15.0	0.0	0.0	0.0	0.0	less than 2000	15	8	2014
11408	1284	12.0	9.3	6.5	0.0	2.6	2.6	0.0	less than 2000	30	10	2018
7332	140	-3.0	-5.0	-7.0	4.0	0.0	0.0	0.0	less than 2000	30	3	2017
4986	2	1.5	-0.3	-2.0	33.0	0.4	0.0	0.6	less than 2000	14	1	2014
3610	246	32.8	25.3	17.8	0.0	0.0	0.0	0.0	less than 2000	13	2	2018
15115	3328	28.5	23.5	18.5	0.0	0.0	0.0	0.0	2000 to 10000	15	10	2013
605	1277	20.6	14.6	8.5	0.0	8.9	8.9	0.0	less than 2000	14	6	2016
12829	2260	22.1	19.8	17.5	0.0	11.8	11.8	0.0	2000 to 10000	13	10	2017
2795	71	4.0	0.0	-4.0	17.0	0.0	0.0	0.0	less than 2000	17	1	2014
622	380	17.6	14.8	11.9	0.0	3.1	3.1	0.0	less than 2000	11	6	2018
12393	2441	21.3	19.2	17.0	0.0	0.0	0.0	0.0	2000 to 10000	28	9	2014
9259	1664	28.0	21.0	14.0	0.0	0.0	0.0	0.0	less than 2000	29	1	2017
18472	180	2.0	1.0	0.0	3.0	7.2	7.2	0.0	less than 2000	14	6	2012
4283	1879	15.5	13.2	10.8	0.0	0.0	0.0	0.0	less than 2000	2	4	2016
4154	1657	13.6	11.7	9.8		18.7	18.7	0.0	less than 2000	28	12	2014
18113	754	-0.5	-2.8	-5.0	13.0	0.0	0.0	0.0	less than 2000	6	2	2018
21680	548	15.0	12.8	10.5	0.0	1.8	1.8	0.0	less than 2000	30	7	2015
